Date,Open,High,Low,Close,Adj Close,Volume
2023-07-02,1924.448120,1958.160767,1895.906982,1937.438354,1937.438354,6343966490
2023-07-03,1937.883789,1974.775024,1934.688843,1955.389160,1955.389160,7858509087
2023-07-04,1955.524170,1966.365356,1932.611328,1936.633545,1936.633545,5683423776
2023-07-05,1936.796753,1942.432495,1897.124756,1910.588013,1910.588013,6034088075
2023-07-06,1910.417114,1956.012329,1847.850708,1848.636475,1848.636475,8905008384
2023-07-07,1847.512573,1876.963257,1832.025391,1870.602539,1870.602539,6468885150
2023-07-08,1871.002075,1872.501587,1844.641724,1865.539551,1865.539551,4299007854
2023-07-09,1865.594971,1878.668945,1857.748291,1863.009766,1863.009766,4392863807
2023-07-10,1863.240234,1905.460815,1848.777222,1880.556396,1880.556396,6336468234
2023-07-11,1880.654907,1889.381714,1863.218628,1878.336060,1878.336060,4905225892
2023-07-12,1878.322021,1901.148438,1865.710083,1872.113770,1872.113770,6379007000
2023-07-13,1872.040283,2011.885254,1864.496094,2006.511475,2006.511475,11114853969
2023-07-14,2005.686157,2026.204956,1901.361206,1939.347046,1939.347046,10627449471
2023-07-15,1939.129639,1946.019165,1928.187378,1931.466553,1931.466553,4380084234
2023-07-16,1931.645020,1942.030884,1917.294067,1923.681885,1923.681885,4329306566
2023-07-17,1923.694336,1936.177612,1875.120361,1911.646118,1911.646118,6678090758
2023-07-18,1911.697021,1916.468384,1878.718506,1897.599243,1897.599243,5814708445
2023-07-19,1897.797241,1919.264404,1883.067139,1889.007935,1889.007935,6018487800
2023-07-20,1889.073730,1919.264404,1879.734375,1890.969116,1890.969116,7366830684
2023-07-21,1891.581299,1905.386230,1885.296265,1892.080078,1892.080078,4668158260
2023-07-22,1891.955078,1897.088013,1855.092773,1864.912354,1864.912354,4101305643
2023-07-23,1866.094238,1904.483276,1859.568848,1889.191650,1889.191650,4480604100
2023-07-24,1888.809570,1889.761963,1836.852417,1850.002075,1850.002075,6344373569
2023-07-25,1850.027954,1867.323242,1845.981567,1857.741943,1857.741943,4163381707
2023-07-26,1857.696533,1886.974121,1849.436890,1872.159912,1872.159912,5781548155
2023-07-27,1872.086304,1885.591553,1855.321533,1860.357178,1860.357178,4291339248
2023-07-28,1860.702515,1881.457275,1857.048950,1874.744873,1874.744873,3800973336
2023-07-29,1874.560425,1885.529297,1870.333862,1881.068848,1881.068848,2497302218
2023-07-30,1880.871582,1884.144165,1851.728027,1861.643799,1861.643799,4003005547
2023-07-31,1861.755249,1875.629395,1851.915405,1856.162354,1856.162354,4391613314
2023-08-01,1856.190186,1873.029907,1817.920776,1871.792114,1871.792114,7634860636
2023-08-02,1873.468140,1877.511475,1822.348267,1839.089722,1839.089722,6448512422
2023-08-03,null,null,null,null,null,null
2023-08-04,1836.360229,1846.937744,1830.140869,1846.937744,1846.937744,4741271552
